locus,gene,protein ID,gene length,mass fractions
b1131,purB,P0AB89,1371,0.001054592
b2476,purC,P0A7D7,714,0.001152648
b4005,purD,P15640,1290,0.000501392
b0523,purE,P0AG18,510,0.000153767
b2312,purF,P0AG16,1518,0.001088146
b4006,purH,P15639,1590,0.000946752
b0522,purK,P09029,1068,0.000264196
b2557,purL,P15254,3888,0.001700383
b2499,purM,P08178,1038,0.001038206
b2500,purN,P08179,639,9.12E-05
b1658,purR,P0ACP7,1026,0.000425474
b1849,purT,P33221,1179,0.000548316
b1232,purU,P37051,843,0.00039834
b1014,putA,P09546,3963,8.41E-05
b1015,putP,P07117,1509,0.000264261
b1297,puuA,P78061,1419,0.000202571
b1301,puuB,P37906,1281,0
b1300,puuC,P23883,1488,0
b1298,puuD,P76038,765,0
b1302,puuE,P50457,1266,0
b1296,puuP,P76037,1386,0
b1299,puuR,P0A9U6,558,2.32E-05
b1854,pykA,P21599,1443,0.000615231
b1676,pykF,P0AD61,1413,0.001654647
b4245,pyrB,P0A786,936,0.000209611
b1062,pyrC,P05020,1047,0.000388349
b0945,pyrD,P0A7E1,1011,0.000180363
b3642,pyrE,P0A7E3,642,8.37E-05
b1281,pyrF,P08244,738,0.000141928
b2780,pyrG,P0A7E5,1638,0.000910346
b0171,pyrH,P0A7E9,726,0.000337002
b4244,pyrI,P0A7F3,462,0.000128997
b4246,pyrL,P0AD83,135,0
b0489,qmcA,P0AA53,918,2.78E-05
b4051,qor,P28304,984,9.13E-05
b4211,qorB,P39315,861,1.10E-05
b3025,qseB,P52076,660,2.54E-05
b3026,qseC,P40719,1350,0
b0405,queA,P0A7F9,1071,7.70E-05
b0444,queC,P77756,696,8.32E-05
b2765,queD,P65870,366,3.31E-05
b2777,queE,P64554,672,4.19E-05
b2794,queF,Q46920,849,9.32E-05
b4166,queG,P39288,1140,0
b1351,racC,P15033,276,0
b1356,racR,P76062,477,0
b4389,radA,P24554,1383,7.24E-05
b2184,radD,P33919,1761,0
b2597,raiA,P0AD49,342,0.00028477
b1348,ralR,P33229,195,0
b0059,rapA,P60240,2907,0.000183486
b3205,rapZ,P0A894,855,0.00015461
b0892,rarA,P0AAZ4,1344,3.98E-05
b3819,rarD,P27844,891,0
b2619,ratA,P0AGL5,477,6.18E-05
b2618,ratB,P52119,291,3.11E-05
b3746,ravA,P31473,1497,3.98E-05
b0228,rayT,Q47152,498,0
b3486,rbbA,P37624,2736,0.000105126
b3167,rbfA,P0A7G2,402,0.000131493
b2268,rbn,P0A8V0,918,2.60E-05
b3749,rbsA,P04983,1506,0.000104001
b3751,rbsB,P02925,891,0.000883349
b3750,rbsC,P0AGI1,966,0.000266965
b3748,rbsD,P04982,420,5.88E-05
b3752,rbsK,P0A9J6,930,0.000115885
b3753,rbsR,P0ACQ0,993,0
b0846,rcdA,P75811,537,0
b0304,rclA,P77212,1326,1.50E-05
b0303,rclB,P75687,237,0
b0301,rclC,P75685,594,0
b0305,rclR,P77379,855,0
b2106,rcnA,P76425,825,0
b2107,rcnB,P64534,339,4.71E-05
b2105,rcnR,P64530,273,6.81E-05
b1951,rcsA,P0DMC9,624,0
b2217,rcsB,P0DMC7,651,0.000486082
b2218,rcsC,P0DMC5,2802,5.67E-05
b2216,rcsD,P39838,2673,9.51E-05
b0196,rcsF,P69411,405,0.000128026
b2954,rdgB,P52061,594,7.54E-05
b0393,rdgC,P36767,912,0.000154446
b3859,rdoA,P0C0K3,987,3.31E-05
b2699,recA,P0A7G6,1062,0.000719742
b2820,recB,P08394,3543,0
b2822,recC,P07648,3369,0
b2819,recD,P04993,1827,0
b1350,recE,P15032,2601,0
b3700,recF,P0A7H0,1074,0
b3652,recG,P24230,2082,3.90E-05
b2892,recJ,P21893,1734,5.86E-05
b2616,recN,P05824,1662,0
b2565,recO,P0A7H3,729,0
b3822,recQ,P15043,1830,0
b0472,recR,P0A7H6,606,3.91E-05
b1349,recT,P33228,810,0
b2698,recX,P33596,501,0
b2784,relA,P0AG20,2235,0.000145688
b1564,relB,P0C079,240,0.000124161
b1563,relE,P0C077,288,1.18E-05
b1561,rem,P07010,252,0
b0542,renD,P75718,186,0
b3778,rep,P09980,2022,5.10E-05
b3619,rfaD,P67910,933,0.000445089
b3052,rfaE,P76658,1434,0.000257563
b3842,rfaH,P0AFW0,489,2.51E-05
b2039,rfbA,P37744,882,0
b2041,rfbB,P37759,1086,0
b2038,rfbC,P37745,558,0
b2040,rfbD,P37760,900,0
b2037,rfbX,P37746,1248,0
b3784,rfe,P0AC78,1104,5.92E-05
b3790,rffC,P27832,546,0
b3788,rffG,P27830,1068,5.85E-05
b3789,rffH,P61887,882,2.70E-05
b3794,rffM,P27836,741,1.84E-05
b4481,rffT,P56258,1080,2.17E-05
b3903,rhaA,P32170,1260,0
b3904,rhaB,P32171,1470,0
b3902,rhaD,P32169,825,0
b3901,rhaM,P32156,315,0
b3906,rhaR,P09378,849,0
b3905,rhaS,P09377,837,0
b3907,rhaT,P27125,1035,0
b3780,rhlB,P0A8J8,1266,0.000360369
b0797,rhlE,P25888,1365,4.10E-05
b3783,rho,P0AG30,1260,0.001058318
b3782,rhoL,P0ADF3,102,0
b3593,rhsA,P16916,4134,0
b3482,rhsB,P16917,4236,0
b0700,rhsC,P16918,4194,0
b0497,rhsD,P16919,4281,0
b1456,rhsE,P24211,2049,0
b0813,rhtA,P0AA67,888,0
b3824,rhtB,P0AG34,621,0
b3823,rhtC,P0AG38,621,0
b1277,ribA,P0A7I7,591,9.09E-05
b3041,ribB,P0A7J0,654,0.000167655
b1662,ribC,P0AFU8,642,0.000195854
b0414,ribD,P25539,1104,8.67E-05
b0415,ribE,P61714,471,0.000297842
b0025,ribF,P0AG40,942,6.69E-05
b4243,ridA,P0AF93,387,0.000398141
b0651,rihA,P41409,936,8.01E-05
b2162,rihB,P33022,942,0
b0030,rihC,P22564,915,1.98E-05
b4373,rimI,P0A944,447,1.60E-05
b1066,rimJ,P0A948,585,4.25E-05
b0852,rimK,P0C0U4,903,0
b1427,rimL,P13857,540,0
b2608,rimM,P0A7X6,549,0.000167775
b0835,rimO,P0AEI4,1326,0.000274561
b3170,rimP,P0A8A8,453,0.000189869
b1822,rlmA,P36999,810,4.56E-05
b4180,rlmB,P63177,732,0.000116711
b0859,rlmC,P75817,1128,0
b2785,rlmD,P55135,1302,1.71E-05
b3179,rlmE,P0C0R7,630,6.26E-05
b0807,rlmF,P75782,927,0
b3084,rlmG,P42596,1137,4.77E-05
b0636,rlmH,P0A8I8,468,2.19E-05
b0967,rlmI,P75876,1191,0.000155853
b3499,rlmJ,P37634,843,5.47E-05
b0948,rlmL,P75864,2109,0.00016458
b2806,rlmM,P0ADR6,1101,0.000110429
b2517,rlmN,P36979,1155,0.000207375
b0633,rlpA,P10100,1089,0.000167555
b0058,rluA,P0AA37,660,0
b1269,rluB,P37765,876,0.000160521
b1086,rluC,P0AA39,960,8.45E-05
b2594,rluD,P33643,981,0.000122326
b1135,rluE,P75966,654,0
b4022,rluF,P32684,873,6.17E-05
b0953,rmf,P0AFW2,168,0
b3832,rmuC,P0AG71,1428,6.69E-06
b0611,rna,P21338,807,7.80E-05
b1286,rnb,P30850,1935,0.000995475
b2567,rnc,P0A7Y0,681,0.000131548
b1804,rnd,P09155,1128,2.44E-05
b1084,rne,P21513,3186,0.000838361
b3247,rng,P0A9J0,1470,0.000138557
b0214,rnhA,P0A7Y4,468,2.06E-05
b0183,rnhB,P10442,597,2.56E-05
b0610,rnk,P0AFW4,411,7.71E-05
b2630,rnlA,P52129,1074,0
b2631,rnlB,P52130,372,0
b3704,rnpA,P0A7Y8,360,3.48E-05
b4179,rnr,P21499,2442,0.000368997
b1652,rnt,P30014,648,5.11E-05
b4396,rob,P0ACI0,870,0.000111154
b2516,rodZ,P27434,1014,0.000111395
b0189,rof,P0AFW8,255,3.84E-05
b1128,roxA,P27431,1122,0.000183145
b3386,rpe,P0AG07,678,0.000255113
b3643,rph,P0CG19,687,0.000352391
b2914,rpiA,P0A7Z0,660,0.000337466
b4090,rpiB,P37351,450,0
b4089,rpiR,P0ACS7,891,0
b3984,rplA,P0A7L0,705,0.004533332
b3317,rplB,P60422,822,0.004509081
b3320,rplC,P60438,630,0.003538516
b3319,rplD,P60723,606,0.003515752
b3308,rplE,P62399,540,0.003200653
b3305,rplF,P0AG55,534,0.002672935
b4203,rplI,P0A7R1,450,0.002380858
b3985,rplJ,P0A7J3,498,0.003262921
b3983,rplK,P0A7J7,429,0.002642735
b3986,rplL,P0A7K2,366,0.006247987
b3231,rplM,P0AA10,429,0.002860038
b3310,rplN,P0ADY3,372,0.002138183
b3301,rplO,P02413,435,0.002300063
b3313,rplP,P0ADY7,411,0.00268709
b3294,rplQ,P0AG44,384,0.002942736
b3304,rplR,P0C018,354,0.001846578
b2606,rplS,P0A7K6,348,0.003042643
b1716,rplT,P0A7L3,357,0.002725358
b3186,rplU,P0AG48,312,0.001863091
b3315,rplV,P61175,333,0.002046997
b3318,rplW,P0ADZ0,303,0.001696832
b3309,rplX,P60624,315,0.001794953
b2185,rplY,P68919,285,0.001701046
b3185,rpmA,P0A7L8,258,0.001881055
b3637,rpmB,P0A7M2,237,0.0021935
b3312,rpmC,P0A7M6,192,0.000811155
b3302,rpmD,P0AG51,180,0.000948903
b3936,rpmE,P0A7M9,213,0.001494862
b1089,rpmF,P0A7N4,174,0.002302604
b3636,rpmG,P0A7N9,168,0.001615181
b3703,rpmH,P0A7P5,141,0.001498602
b1717,rpmI,P0A7Q1,198,0
b3299,rpmJ,P0A7Q6,117,0.000536167
b3295,rpoA,P0A7Z4,990,0.002901437
b3987,rpoB,P0A8V2,4029,0.00491494
b3988,rpoC,P0A8T7,4224,0.004966053
b3067,rpoD,P00579,1842,0.001252149
b2573,rpoE,P0AGB6,576,3.20E-05
b3461,rpoH,P0AGB3,855,0
b3202,rpoN,P24255,1434,0.000135771
b2741,rpoS,P13445,993,1.01E-05
b3649,rpoZ,P0A800,276,0.000576998
b2830,rppH,P0A776,531,2.53E-05
b0911,rpsA,P0AG67,1674,0.01013077
b0169,rpsB,P0A7V0,726,0.005529479
b3314,rpsC,P0A7V3,702,0.004529038
b3296,rpsD,P0A7V8,621,0.005304278
b3303,rpsE,P0A7W1,504,0.002471174
b4200,rpsF,P02358,396,0.003087166
b3341,rpsG,P02359,540,0.00519471
b3306,rpsH,P0A7W7,393,0.001648614
b3230,rpsI,P0A7X3,393,0.002545452
b3321,rpsJ,P0A7R5,312,0.001845633
b3297,rpsK,P0A7R9,390,0.002205084
b3342,rpsL,P0A7S3,375,0.004746127
b3298,rpsM,P0A7S9,357,0.002114718
b3307,rpsN,P0AG59,306,0.001982083
b3165,rpsO,P0ADZ4,270,0.002214091
b2609,rpsP,P0A7T3,249,0.002005031
b3311,rpsQ,P0AG63,255,0.002284332
b4202,rpsR,P0A7T7,228,0.001733001
b3316,rpsS,P0A7U3,279,0.001692459
b0023,rpsT,P0A7U7,264,0.002581111
b3065,rpsU,P68679,216,0.002694097
b3929,rraA,P0A8R0,486,0.000183768
b4255,rraB,P0AF90,417,0.000246092
b0555,rrrD,P78285,498,0
b1554,rrrQ,P76159,534,0
b3995,rsd,P0AFX4,477,0.000112563
b2572,rseA,P0AFX7,651,0.000320414
b2571,rseB,P0AFX9,957,6.63E-05
b2570,rseC,P46187,480,0
b0176,rseP,P0AEH1,1353,5.52E-05
b0637,rsfS,P0AAT6,318,9.36E-05
b4161,rsgA,P39286,1053,8.51E-05
b0051,rsmA,P06992,822,0.000102068
b3289,rsmB,P36929,1290,6.06E-05
b4371,rsmC,P39406,1032,0.00011125
b3465,rsmD,P0ADX9,597,3.10E-05
b2946,rsmE,P0AGL7,732,5.01E-05
b1835,rsmF,P76273,1440,2.20E-05
b3740,rsmG,P0A6U5,624,5.11E-05
b0082,rsmH,P60390,942,8.56E-05
b3146,rsmI,P67087,861,6.93E-05
b3497,rsmJ,P68567,753,1.82E-05
b1581,rspA,P38104,1215,3.94E-05
b1580,rspB,P38105,1020,1.14E-05
b1234,rssA,P0AFR0,945,3.56E-05
b1235,rssB,P0AEV1,1014,2.29E-05
b1608,rstA,P52108,729,5.26E-05
b1609,rstB,P18392,1302,0
b2183,rsuA,P0AA43,696,9.38E-05
b1627,rsxA,P0A766,582,0
b1628,rsxB,P77223,579,1.41E-05
b1629,rsxC,P77611,2223,0.000114465
b1630,rsxD,P76182,1059,0
b1632,rsxE,P77179,696,0
b1631,rsxG,P77285,621,2.54E-05
b4475,rtcA,P46849,1017,0
b3421,rtcB,P46850,1227,0
b3422,rtcR,P38035,1599,0
b0550,rusA,P0AG74,363,0
b1012,rutA,P75898,1149,0
b1011,rutB,P75897,693,0
b1010,rutC,P0AFQ5,387,0
b1009,rutD,P75895,801,0
b1008,rutE,P75894,591,0
b1007,rutF,P75893,495,0
b1006,rutG,P75892,1329,0
b1013,rutR,P0ACU2,639,1.82E-05
b1861,ruvA,P0A809,612,5.04E-05
b1860,ruvB,P0A812,1011,6.76E-05
b1863,ruvC,P0A814,522,0
b4510,rzoD,P58041,183,0
b4528,rzoR,P58042,186,0
b0556,rzpD,P75719,462,0
b1362,rzpR,P77551,300,0
b1525,sad,P76149,1389,3.66E-05
b1500,safA,P76136,198,0
b2144,sanA,P0AFY2,720,0
b1294,sapA,Q47622,1644,5.60E-05
b1293,sapB,P0AGH3,966,0
b1292,sapC,P0AGH5,891,0
b1291,sapD,P0AAH4,993,4.15E-05
b1290,sapF,P0AAH8,807,2.25E-05
b0010,satP,P0AC98,567,0
b2011,sbcB,P04995,1428,7.65E-05
b0397,sbcC,P13458,3147,2.93E-05
b0398,sbcD,P0AG76,1203,0
b0377,sbmA,P0AFY6,1221,1.19E-05
b2009,sbmC,P33012,474,0
b3917,sbp,P0AG78,990,0.000151515
b2917,scpA,P27253,2145,8.86E-05
b2919,scpB,P52045,786,0
b2920,scpC,P52043,1479,0
b1814,sdaA,P16095,1365,3.01E-05
b2797,sdaB,P30744,1368,3.48E-05
b2796,sdaC,P0AAD6,1290,0.00016936
b0723,sdhA,P0AC41,1767,0.00277168
b0724,sdhB,P07014,717,0.001452101
b0721,sdhC,P69054,390,0.000792522
b0722,sdhD,P0AC44,348,0.000388679
b2897,sdhE,P64559,267,0
b1916,sdiA,P07026,723,0
b0098,secA,P10408,2706,0.000839021
b3609,secB,P0AG86,468,0.00072976
b0408,secD,P0AG90,1848,0.000341942
b3981,secE,P0AG96,384,8.17E-06
b0409,secF,P0AG93,972,0.000202782
b3175,secG,P0AG99,333,0.00025327
b0097,secM,P62395,513,0
b3300,secY,P0AGA2,1332,0.000697723
b3591,selA,P0A821,1392,7.66E-05
b3590,selB,P14081,1845,0.000170424
b1764,selD,P16456,1044,0.000192803
b0687,seqA,P0AFY8,546,0.000156471
b2913,serA,P0A9T0,1233,0.004290516
b4388,serB,P0AGB0,969,0.000103862
b0907,serC,P23721,1089,0.002332182
b0893,serS,P0A8L1,1293,0.000853997
b0070,setA,P31675,1179,0
b2170,setB,P33026,1182,0
b3659,setC,P31436,1185,0
b0530,sfmA,P0ABW5,543,0
b0531,sfmC,P77249,693,0
b0532,sfmD,P77468,2604,0
b0534,sfmF,P38052,516,0
b0533,sfmH,P75715,978,0
b0146,sfsA,P0A823,705,3.32E-05
b3188,sfsB,P0ACH1,279,0
b3583,sgbE,P37680,696,0
b3581,sgbH,P37678,663,0
b3582,sgbU,P37679,861,0
b4302,sgcA,P39363,432,0
b4565,sgcB,P58035,279,0
b4304,sgcC,P39365,1314,0
b4301,sgcE,P39362,633,0
b4303,sgcQ,P39364,807,0
b4300,sgcR,P39361,783,0
b4305,sgcX,P39366,1122,0
b0069,sgrR,P33595,1656,0
b4662,sgrT,C1P5Z7,132,0
b1981,shiA,P76350,1317,4.94E-05
b4687,shoB,C1P611,81,0
b1353,sieB,P38392,489,0
b2340,sixA,P76502,486,0.000133888
b0178,skp,P0AEU7,486,0.001238614
b3641,slmA,P0C093,597,0.000103465
b3506,slp,P37194,567,0
b4392,slt,P0AGC3,1938,7.23E-05
b1642,slyA,P0A8W2,435,0.000138189
b1641,slyB,P0A905,468,0.000507794
b3349,slyD,P0A9K9,591,0.001053388
b3348,slyX,P0A8R4,219,3.65E-05
b4473,smf,P30852,1125,0
b3284,smg,P0A828,474,0
b2620,smpB,P0A832,483,0.000125278
b1340,smrA,P76053,564,2.87E-05
b2331,smrB,P0A8B2,552,0
b3908,sodA,P00448,621,0.002260178
b1656,sodB,P0AGD3,582,0.003391887
b1646,sodC,P0AGD1,522,0
b1272,sohB,P0AG14,1050,0.000123842
b1059,solA,P40874,1119,0.000311184
b4063,soxR,P0ACS2,465,0
b4062,soxS,P0A9E2,324,0
b2938,speA,P21170,1977,0.00105259
b2937,speB,P60651,921,0.000254303
b2965,speC,P21169,2136,0.000160629
b0120,speD,P0A7F6,795,0.000414363
b0121,speE,P09158,867,0.00057257
b0693,speF,P24169,2199,0
b1584,speG,P0A951,561,0.000122136
b3650,spoT,P0AG24,2109,0.000104867
b1766,sppA,P08395,1857,0.00010206
b1743,spy,P77754,486,2.88E-05
b1480,sra,P68191,138,6.57E-05
b2702,srlA,P56579,564,0
b2704,srlB,P05706,372,0
b2705,srlD,P05707,780,0
b2703,srlE,P56580,960,0
b2707,srlR,P15082,774,1.70E-05
b2576,srmB,P21507,1335,0.000221758
b4059,ssb,P0AGE0,537,0.000386873
b2521,sseA,P31142,846,5.75E-05
b2522,sseB,P0AFZ1,777,8.01E-05
b2879,ssnA,Q46812,1329,0
b3229,sspA,P0ACA3,639,0.000570739
b3228,sspB,P0AFZ3,498,7.92E-05
b3089,sstT,P0AGE4,1245,0.000202086
b0936,ssuA,P75853,960,0
b0933,ssuB,P0AAI1,768,0
b0934,ssuC,P75851,792,0
b0935,ssuD,P80645,1146,0
b0937,ssuE,P80644,576,0
b1157,stfE,P33227,537,0
b1372,stfR,P76072,3363,0
b3962,sthA,P27306,1401,0.000251268
b2669,stpA,P0ACG1,405,0.00073503
b0726,sucA,P0AFG3,2802,0.00287086
b0727,sucB,P0AFG6,1218,0.003406393
b0728,sucC,P0A836,1167,0.003491329
b0729,sucD,P0AGE9,870,0.002679024
b1684,sufA,P77667,369,0
b1683,sufB,P77522,1488,4.40E-05
b1682,sufC,P77499,747,3.13E-05
b1681,sufD,P77689,1272,3.07E-05
b1679,sufE,P76194,417,0
b1680,sufS,P77444,1221,2.21E-05
b4148,sugE,P69937,318,0
b2533,suhB,P0ADG4,804,0.000292897
b0958,sulA,P0AFZ5,510,0
b0053,surA,P0ABZ6,1287,0.000467776
b1434,sutR,P77626,537,0
b0959,sxy,P75869,630,0
b2793,syd,P0A8U0,546,4.31E-05
b4347,symE,P39394,342,0
b4252,tabA,P0AF96,453,5.09E-05
b2559,tadA,P68398,504,0
b3549,tag,P05100,564,0
b2464,talA,P0A867,951,6.73E-05
b0008,talB,P0A870,954,0.001533942
b1519,tam,P76145,759,0
b4220,tamA,P0ADE4,1734,6.65E-05
b4221,tamB,P39321,3780,5.89E-05
b1885,tap,P07018,1602,0.000530977
b1886,tar,P07017,1662,3.00E-05
b2834,tas,P0A9T4,1041,0.00015236
b3836,tatA,P69428,270,0.000217628
b3838,tatB,P69425,516,4.79E-05
b3839,tatC,P69423,777,6.13E-05
b4483,tatD,P27859,783,1.03E-05
b0627,tatE,P0A843,204,8.89E-05
b0365,tauA,Q47537,963,9.46E-06
b0366,tauB,Q47538,768,0
b0367,tauC,Q47539,828,0
b0368,tauD,P37610,852,0
b0068,tbpA,P31550,984,0.000266758
b2812,tcdA,Q46927,807,4.04E-05
b1920,tcyJ,P0AEM9,801,0.001258607
b1918,tcyL,P0AFT2,669,5.86E-05
b1917,tcyN,P37774,753,9.84E-05
b1729,tcyP,P77529,1392,0.000911693
b3118,tdcA,P0ACQ7,939,0
b3117,tdcB,P0AGF6,990,0
b3116,tdcC,P0AAD8,1332,0
b3115,tdcD,P11868,1221,0
b3114,tdcE,P42632,2295,7.64E-06
b3113,tdcF,P0AGL2,390,7.20E-07
b4471,tdcG,P42630,1365,2.78E-06
b3119,tdcR,P11866,219,0
b3616,tdh,P07913,1026,4.53E-05
b1238,tdk,P23331,618,9.39E-05
b1429,tehA,P25396,993,0
b1430,tehB,P25397,594,7.43E-05
b0494,tesA,P0ADA1,627,4.28E-05
b0452,tesB,P0AGG2,861,4.49E-05
b0561,tfaD,P77699,564,0
b1156,tfaE,P09153,603,0
b1546,tfaQ,P76155,576,0
b1373,tfaR,P77163,576,0
b0563,tfaX,P77087,186,0
b0406,tgt,P0A847,1128,0.000281747
b3994,thiC,P30136,1896,0.001724187
b2103,thiD,P76422,801,0.000159001
b3993,thiE,P30137,636,0.000295519
b3992,thiF,P30138,756,0.000191727
b3991,thiG,P30139,771,0.000462791
b3990,thiH,P30140,1134,0.000495565
b0423,thiI,P77718,1449,0.000203151
b1106,thiK,P75948,825,0
b0417,thiL,P0AGG0,978,4.00E-05
b2104,thiM,P76423,789,0.000178869
b0067,thiP,P31549,1611,0
b0066,thiQ,P31548,699,0
b4407,thiS,O32583,201,3.65E-05
b0147,thpR,P37025,531,0
b0002,thrA,P00561,2463,0.002924097
b0003,thrB,P00547,933,0.000583059
b0004,thrC,P00934,1287,0.001816994
b0001,thrL,P0AD86,66,0
b1719,thrS,P0A8M3,1929,0.001769707
b2827,thyA,P0A884,795,0.000201472
b0436,tig,P0A850,1299,0.004743715
b0188,tilS,P52097,1299,4.02E-05
b4618,tisB,A5A627,90,0
b2935,tktA,P27302,1992,0.003175399
b2465,tktB,P33570,2004,0.00068174
b3244,tldD,P0AGG8,1446,0.000116263
b2474,tmcA,P76562,2016,0
b1098,tmk,P0A720,642,3.63E-05
b3708,tnaA,P0A853,1416,0
b3709,tnaB,P23173,1248,0
b3707,tnaC,P0AD89,75,0
b0739,tolA,P19934,1266,5.21E-05
b0740,tolB,P0A855,1293,0.000753865
b3035,tolC,P02930,1482,0.001059671
b0737,tolQ,P0ABU9,693,8.27E-05
b0738,tolR,P0ABV6,429,2.76E-05
b0461,tomB,P0AAR0,375,0
b1252,tonB,P02929,720,3.51E-05
b1274,topA,P06612,2598,0.000470621
b4566,topAI,Q2EEU2,258,0
b1763,topB,P14294,1962,5.22E-05
b0997,torA,P33225,2547,0
b0996,torC,P33226,1173,0
b0998,torD,P36662,600,0
b4501,torI,Q2EES9,201,0
b0995,torR,P38684,693,0
b0993,torS,P39453,2745,0
b0994,torT,P38683,1029,0
b1873,torY,P52005,1101,0
b1872,torZ,P46923,2430,0
b3919,tpiA,P0A858,768,0.001303371
b1229,tpr,P02338,102,0
b1324,tpx,P0A862,507,0.003111516
b1601,tqsA,P0AFS5,1035,0
b1197,treA,P13482,1698,2.57E-05
b4240,treB,P36672,1422,2.36E-05
b4239,treC,P28904,1656,8.97E-06
b3519,treF,P62601,1650,0
b4241,treR,P36673,948,3.97E-05
b1421,trg,P05704,1641,0.000250976
b3290,trkA,P0AGI8,1377,4.87E-05
b1363,trkG,P23849,1458,0
b3849,trkH,P0AFZ7,1452,0
b3965,trmA,P23003,1101,9.11E-05
b2607,trmD,P0A873,768,6.78E-05
b3651,trmH,P0AGJ2,690,3.73E-05
b2960,trmI,P0A8I5,720,0.000150959
b2532,trmJ,P0AE01,741,0.000107121
b3606,trmL,P0AGJ7,474,2.33E-05
b0195,trmO,P28634,708,0
b1260,trpA,P0A877,807,0.000602438
b1261,trpB,P0A879,1194,0.000852561
b1262,trpC,P00909,1362,0.00033293
b1263,trpD,P00904,1596,0.000344648
b1264,trpE,P00895,1563,0.000521617
b1265,trpL,P0AD92,45,0
b4393,trpR,P0A881,327,4.53E-05
b3384,trpS,P00954,1005,0.000730637
b2318,truA,P07649,813,2.85E-05
b3166,truB,P60340,945,7.87E-05
b2791,truC,P0AA41,783,0
b2745,truD,Q57261,1050,8.27E-05
b3781,trxA,P0AA25,330,0.000768744
b0888,trxB,P0A9P4,966,0.001100172
b2582,trxC,P0AGG4,420,8.32E-05
b1807,tsaB,P76256,696,7.34E-05
b3282,tsaC,P45748,573,7.27E-05
b3064,tsaD,P05852,1014,0.000149499
b4168,tsaE,P0AF67,462,2.86E-05
b0170,tsf,P0A6P1,852,0.004302728
b3364,tsgA,P60778,1182,0
b4355,tsr,P02942,1656,0.002953468
b0411,tsx,P0A927,885,0.000902626
b1344,ttcA,P76055,936,0.000187277
b3061,ttdA,P05847,912,0
b3062,ttdB,P0AC35,606,0
b3060,ttdR,P45463,933,0
b3063,ttdT,P39414,1464,0
b3339,tufA,P0CE47,1185,0.01776978
b3980,tufB,P0CE48,1185,0.01779169
b1610,tus,P16525,930,2.21E-05
b3470,tusA,P0A890,246,2.14E-05
b3343,tusB,P45530,288,0
b3344,tusC,P45531,360,1.14E-05
b3345,tusD,P45532,387,2.78E-05
b0969,tusE,P0AB18,330,3.98E-05
b1386,tynA,P46883,2274,0
b2600,tyrA,P07023,1122,0.000251127
b4054,tyrB,P04693,1194,0.000466254
b1907,tyrP,P0AAD4,1212,0
b1323,tyrR,P07604,1542,0.000119424
b1637,tyrS,P0AGJ9,1275,0.00092372
b2888,uacT,Q46821,1449,0
b4040,ubiA,P0AGK1,873,1.96E-05
b3835,ubiB,P0A6A0,1641,4.95E-05
b4039,ubiC,P26602,498,1.95E-05
b3843,ubiD,P0AAB4,1494,0.000121933
b3833,ubiE,P0A887,756,0.000248519
b0662,ubiF,P75728,1176,7.45E-05
b2232,ubiG,P17993,723,0.000151443
b2907,ubiH,P25534,1179,4.15E-05
b2906,ubiI,P25535,1203,7.12E-05
b3834,ubiJ,P0ADP7,606,4.35E-05
b2311,ubiX,P0AG03,570,1.94E-05
b2426,ucpA,P37440,792,3.59E-05
b2066,udk,P0A8F4,642,7.54E-05
b3831,udp,P12758,762,0.000240966
b2028,ugd,P76373,1167,3.23E-05
b3452,ugpA,P10905,888,6.90E-05
b3453,ugpB,P0AG80,1317,6.39E-05
b3450,ugpC,P10907,1071,1.81E-05
b3451,ugpE,P10906,846,0
b3449,ugpQ,P10908,744,3.29E-05
b3669,uhpA,P0AGA6,591,3.54E-05
b3668,uhpB,P09835,1503,0
b3667,uhpC,P09836,1320,0
b3666,uhpT,P0AGC0,1392,0
b1617,uidA,P05804,1812,0
b1616,uidB,P0CE44,1374,0
b1615,uidC,Q47706,1266,0
b1618,uidR,P0ACT6,591,2.50E-05
b4193,ulaA,P39301,1398,0
b4194,ulaB,P69822,306,0
b4195,ulaC,P69820,465,0
b4196,ulaD,P39304,651,0
b4197,ulaE,P39305,855,0
b4198,ulaF,P39306,687,0
b4192,ulaG,P39300,1065,0
b4191,ulaR,P0A9W0,756,2.01E-05
b2744,umpG,P0A840,762,2.75E-05
b0675,umpH,P0AF24,753,0.000154419
b1184,umuC,P04152,1269,0
b1183,umuD,P0AG11,420,0
b2580,ung,P12295,690,8.38E-05
b4637,uof,A8DYP9,87,0
b2498,upp,P0A8F0,627,0.000565764
b2497,uraA,P0AGM7,1290,0
b2319,usg,P08390,1014,0.000153382
b0480,ushA,P07024,1653,0.000162488
b3495,uspA,P0AED0,435,0.001343866
b3494,uspB,P0A8S5,336,0
b1895,uspC,P46888,429,0
b3923,uspD,P0AAB8,429,6.34E-05
b1333,uspE,P0AAC0,951,0.000142565
b1376,uspF,P37903,435,6.96E-05
b0607,uspG,P39177,429,5.05E-05
b0949,uup,P43672,1908,0.000128274
b4058,uvrA,P0A698,2823,0.00012434
b0779,uvrB,P0A8F8,2022,7.25E-05
b1913,uvrC,P0A8G0,1833,5.84E-05
b3813,uvrD,P03018,2163,8.46E-05
b1914,uvrY,P0AED5,657,7.86E-05
b3091,uxaA,P42604,1488,1.14E-05
b1521,uxaB,P0A6L7,1452,0
b3092,uxaC,P0A8G3,1413,6.98E-05
